ID,YEAR,DEPARTMENT_DESCR,COLLEGE_DESCR,FTPT,FirstTerm_CreditHours,FirstTerm_GPA,OneYear retention,TwoYear retention
2648582,2017,Dept of Marketing,College of Business,PT,5,2.78,1,1
8141916,2019,LBJFF School of Education,College of Arts & Sciences,FT,9,3.9,1,1
3540069,2017,Dept of Psychology,College of Arts & Sciences,FT,15,3.653,1,1
0744875,2019,School of Nursing,College of Health & Human Sci,FT,12,2.65,1,1
4444822,2020,Business Dean,College of Business,FT,14,3.307,1,
1745374,2021,Dept of Psychology,College of Arts & Sciences,FT,4,3.7,,
1744956,2021,Dept of Psychology,College of Arts & Sciences,FT,14,3.286,,
5640815,2017,Health & Human Sciences Dean,College of Health & Human Sci,FT,11,0,,
1642002,2017,LBJFF School of Education,College of Arts & Sciences,FT,8,3.288,,
8649523,2017,,The University of Akron,FT,15,2.38,,
0345345,2021,Accountancy,College of Business,FT,13,4,,
8438891,2016,School of Nursing,College of Health & Human Sci,FT,17,4,1,1
3338984,2016,School of Nursing,College of Health & Human Sci,FT,2,0,,
1747835,2016,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,14,3.8,1,1
4443165,2018,Dept of Marketing,College of Business,PT,9,2.9,,
3447909,2017,Department of Biology,College of Arts & Sciences,FT,19,3.921,1,
8541362,2017,,The University of Akron,FT,13,3.677,1,1
6241269,2017,Business Dean,College of Business,FT,15,3.94,1,1
7645020,2021,Business Dean,College of Business,FT,13,3.608,,
3849356,2016,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,15,3.12,1,1
4639130,2016,Myers School of Art,College of Arts & Sciences,FT,17,3.265,1,1
2049300,2016,Early College High School,The University of Akron,FT,0,0,,
2940028,2016,Accountancy,College of Business,FT,2.5,2.94,,
9942002,2017,Engineering & Science Tech,College of Engr & Polymer Sci,PT,11,1.945,1,1
8749331,2017,Speech-Lang Path & Audiology,College of Health & Human Sci,FT,14,3.979,,
8948494,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,2.279,,1
4040095,2017,Department of Biology,College of Arts & Sciences,FT,19,3.795,1,
1245444,2021,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,3.607,,
9040159,2017,Dept of Finance,College of Business,FT,16,3.494,1,1
0541137,2020,Speech-Lang Path & Audiology,College of Health & Human Sci,FT,13,2.515,1,
0741709,2017,Early College High School,The University of Akron,FT,2,0,,
0441223,2017,School of Nursing,College of Health & Human Sci,FT,17,2.065,,
3049561,2017,Dept of Political Science,College of Arts & Sciences,FT,16,3.119,1,
1840026,2016,Early College High School,The University of Akron,FT,0,0,,
8049601,2017,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,10,2.62,1,1
3449329,2016,Early College High School,The University of Akron,FT,14,3.036,1,1
3045349,2021,School of Nursing,College of Health & Human Sci,PT,6,0.767,,
2445316,2021,,The University of Akron,FT,9,0,,
3749527,2017,Coll of App Sci & Tech Dean,College of Applied Sci & Tech,FT,13,3.485,,
2141150,2017,Early College High School,The University of Akron,FT,6,0,,
2748553,2017,Dept of Marketing,College of Business,FT,0,0,,
3048760,2017,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,6,0,,
7045350,2021,,The University of Akron,FT,11,3.645,,
4245253,2020,Business Dean,College of Business,FT,7,2.271,1,
1644293,2020,LBJFF School of Education,College of Arts & Sciences,FT,7,0,,
1049029,2016,Dept of Computer Science,College of Engr & Polymer Sci,FT,4,2.3,,1
6548707,2017,Business Dean,College of Business,FT,15,3.74,1,
1948470,2017,School of Nursing,College of Health & Human Sci,FT,16,2.919,1,1
0741169,2018,School of Nursing,College of Health & Human Sci,FT,12,0.083,,
7045210,2021,Dept of Marketing,College of Business,FT,10,1.18,,
4448973,2016,LBJFF School of Education,College of Arts & Sciences,FT,9,0.989,,
6441273,2017,Early College High School,The University of Akron,FT,3,0,,
7940478,2017,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,0,0,,
2441177,2017,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,10,0.1,,
1747836,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,12,4,1,1
7049581,2017,Arts & Sciences Dean,College of Arts & Sciences,FT,2,1.3,,
6445462,2021,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,10,0,,
4044064,2021,Department of Biology,College of Arts & Sciences,FT,11,2.627,,
5327254,2016,LBJFF School of Education,College of Arts & Sciences,FT,14,2.571,1,1
9440490,2017,Dept of Psychology,College of Arts & Sciences,FT,9,2.767,1,
5749318,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,15,3.24,1,1
9548776,2017,LBJFF School of Education,College of Arts & Sciences,FT,16,4,1,1
8542530,2018,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,9,3,1,1
8942750,2018,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,11,3.1,,
1041056,2018,Dept of English,College of Arts & Sciences,FT,0,0,,
5249522,2017,Myers School of Art,College of Arts & Sciences,FT,15,2.94,1,1
8022851,2016,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,9,3.633,1,1
5349030,2017,Dept of Political Science,College of Arts & Sciences,FT,16,3.769,1,1
8145145,2020,Dept of Economics,College of Business,FT,15,3.74,1,
1845108,2021,Business Dean,College of Business,FT,16,1.919,,
8041223,2017,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,15,3.787,1,1
8640857,2016,Department of Biology,College of Arts & Sciences,FT,6,0,,
9338667,2016,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,0,0,,
4542821,2018,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,0,0,,
3049562,2017,Early College High School,The University of Akron,FT,12,2.675,1,1
9749015,2016,School of Nursing,College of Health & Human Sci,FT,5,3.46,1,
7340806,2017,School of Allied Health,College of Health & Human Sci,FT,16,3.7,,
9749105,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,16,2.344,,
5643164,2018,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,14,1.721,,
8149018,2016,Early College High School,The University of Akron,FT,14,0,,
8945173,2020,School of Nursing,College of Health & Human Sci,FT,11,3.309,1,
2545214,2020,Dept of Psychology,College of Arts & Sciences,FT,16,2.406,1,
5044089,2020,School of Nursing,College of Health & Human Sci,FT,15,3.94,1,
9845261,2021,Dept of Management,College of Business,FT,4,1.675,,
6345265,2021,School of Nursing,College of Health & Human Sci,FT,13,0,,
4540813,2017,LBJFF School of Education,College of Arts & Sciences,FT,8,3.1,1,
8648476,2017,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,16,1.8,1,1
0347788,2016,Engineering & Science Tech,College of Engr & Polymer Sci,PT,6,3,1,1
1448475,2017,Early College High School,The University of Akron,FT,9,0.444,1,
4840877,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,3.329,,
0142365,2018,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,9,0.333,,
5241113,2018,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,13,2.646,1,
2049502,2017,Early College High School,The University of Akron,FT,12,1.1,1,
9347892,2017,Department of Biology,College of Arts & Sciences,FT,19,3.763,1,
1845340,2021,Accountancy,College of Business,FT,5,3.36,,
2349407,2017,School of Communication,College of Arts & Sciences,FT,16,3.9,1,1
9638976,2016,Business Dean,College of Business,FT,5,2.52,,
5225764,2016,LBJFF School of Education,College of Arts & Sciences,FT,12,2.825,,
7040325,2017,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,18,2.211,1,
4441161,2017,Early College High School,The University of Akron,FT,10,0.21,,
4740067,2017,Myers School of Art,College of Arts & Sciences,PT,7,3.7,,
8645475,2021,Business Dean,College of Business,FT,16,3.3,,
2945259,2021,School of Nursing,College of Health & Human Sci,FT,7,2,,
4748927,2016,Department of Biology,College of Arts & Sciences,FT,15,4,,
2748977,2016,Dept of Political Science,College of Arts & Sciences,FT,16,3.431,1,1
8241437,2017,Department of Biology,College of Arts & Sciences,FT,9,2.344,1,
1849605,2017,Business Dean,College of Business,FT,17,3.665,1,1
6741895,2017,Early College High School,The University of Akron,FT,3,3,1,1
7339194,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,17,3.982,1,1
5248369,2016,School of Nursing,College of Health & Human Sci,FT,14,3.786,1,1
5945473,2021,Department of Biology,College of Arts & Sciences,FT,11,1.091,,
6941883,2017,School of Nursing,College of Health & Human Sci,FT,10,2.95,,
6549330,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,13,3.138,1,1
6148945,2017,Speech-Lang Path & Audiology,College of Health & Human Sci,FT,16,3.869,1,1
2644992,2020,Dept of Finance,College of Business,FT,16,3.756,1,
9740814,2017,Engineering & Science Tech,College of Engr & Polymer Sci,FT,12,3.475,,
3645216,2020,Dept of English,College of Arts & Sciences,FT,11,0,,
9240958,2017,Early College High School,The University of Akron,FT,10,1.5,,
9041894,2018,Social Work,College of Health & Human Sci,FT,11,0.627,,
2248962,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,9,2.778,,
7138716,2016,Dept of Political Science,College of Arts & Sciences,FT,16,2.238,1,1
6248930,2017,,The University of Akron,FT,15,3.66,,
1145365,2021,Dept of Computer Science,College of Engr & Polymer Sci,FT,8,2.75,,
7845003,2019,Department of Biology,College of Arts & Sciences,FT,15,2.52,,
3044232,2019,Dept of Marketing,College of Business,FT,5,0.8,,
2845482,2021,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,0,0,,
0149354,2016,Dept of Chemistry,College of Arts & Sciences,FT,15,2.973,1,1
5049700,2018,,The University of Akron,FT,13,3.308,1,1
7243292,2018,Accountancy,College of Business,FT,9,3.144,1,1
9744385,2019,,The University of Akron,PT,8,3.888,1,
1342407,2018,School of Nursing,College of Health & Human Sci,FT,12,0.5,,
0343141,2018,,The University of Akron,FT,8,2.763,,
9447588,2016,School of Nursing,College of Health & Human Sci,FT,0,0,,
9037917,2016,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,14,3.514,1,1
9641140,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,15,1.82,,
5843331,2018,Dept of Political Science,College of Arts & Sciences,FT,0,0,,
0849653,2017,Early College High School,The University of Akron,FT,13,3.092,,
1749052,2016,Business Dean,College of Business,FT,14,3.786,,1
9627119,2016,School of Nursing,College of Health & Human Sci,FT,16,2.675,,
3340393,2018,School of Nursing,College of Health & Human Sci,FT,14,4,1,1
2249009,2016,Department of Biology,College of Arts & Sciences,FT,11,2.736,1,1
7545317,2021,Business Dean,College of Business,FT,10,2.59,,
3541938,2019,Dept of Marketing,College of Business,FT,13,3.446,,
3442020,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,13,2.946,1,
8645316,2021,School of Nursing,College of Health & Human Sci,FT,16,2.956,,
8440812,2018,LBJFF School of Education,College of Arts & Sciences,FT,16,3.925,,
5245165,2020,Dept of Marketing,College of Business,FT,1,2,1,
9947796,2017,Dept of Psychology,College of Arts & Sciences,FT,15,3.493,,
4241183,2017,Dept of Psychology,College of Arts & Sciences,FT,13,3.931,1,
5345473,2021,Department of Biology,College of Arts & Sciences,FT,8,2.375,,
8840950,2017,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,12,1.2,,
5542962,2019,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,13,3.592,1,1
5441697,2018,Dept of Chemistry,College of Arts & Sciences,FT,15,1.453,,
0745381,2021,Social Work,College of Health & Human Sci,FT,12,2.575,,
6740333,2017,Business Dean,College of Business,FT,16,3.944,1,1
0445084,2021,Business Dean,College of Business,FT,17,3.571,,
9941158,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,10,2.49,,
8148967,2017,Social Work,College of Health & Human Sci,FT,11,0.636,,
1349036,2016,Department of Sociology,College of Arts & Sciences,FT,13,3.331,1,1
8240203,2017,Engineering & Science Tech,College of Engr & Polymer Sci,FT,11,2.064,1,
5141693,2017,Early College High School,The University of Akron,FT,5,1.54,,
9547881,2017,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,10,3.61,1,1
6949511,2017,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,17,1.353,,
9149509,2017,Early College High School,The University of Akron,FT,11,2.855,1,1
8245090,2020,Business Dean,College of Business,FT,7,2.429,1,
8045366,2021,Business Dean,College of Business,FT,12,4,,
8645348,2021,School of Nursing,College of Health & Human Sci,FT,12,0.25,,
9043192,2019,Dept of Computer Science,College of Engr & Polymer Sci,FT,13,3.169,1,1
9444910,2020,Dept of Computer Science,College of Engr & Polymer Sci,FT,16,3.613,1,
1145038,2020,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,8,1.013,,
7242955,2019,Dept of Modern Languages,College of Arts & Sciences,FT,17,3.218,1,1
7642199,2018,,The University of Akron,FT,13,3.908,1,1
5045145,2020,Dept of Management,College of Business,FT,0,0,,
6245102,2021,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,13,2.7,,
2747653,2016,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,14,0,,
3745214,2020,Dept of Political Science,College of Arts & Sciences,FT,5,1.42,,
0445281,2021,Accountancy,College of Business,FT,7,3.143,,
3942014,2018,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,16,3.694,1,1
4749517,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,15,3.333,1,1
1944933,2019,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,11,3.918,1,1
5142971,2019,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,15,3.753,,
2643453,2018,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,16,2.988,1,1
1537802,2016,Department of Biology,College of Arts & Sciences,FT,14,3.057,,
4944951,2019,Department of Biology,College of Arts & Sciences,FT,10,1.2,,
5941668,2017,School of Allied Health,College of Health & Human Sci,FT,12,2.742,,
4044889,2020,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,8,3.763,1,
9141130,2016,Dept of Political Science,College of Arts & Sciences,FT,14,0,,
3249543,2017,Engineering & Science Tech,College of Engr & Polymer Sci,FT,15,3.073,1,
7548644,2017,Engineering & Science Tech,College of Engr & Polymer Sci,FT,15,3.52,1,1
7645410,2021,Business Dean,College of Business,FT,7,2.357,,
9038936,2016,Business Dean,College of Business,FT,17,2.629,,
0149541,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,16,3.794,1,1
6340434,2017,Myers School of Art,College of Arts & Sciences,FT,13,3.462,1,1
3245209,2020,Arts & Sciences Dean,College of Arts & Sciences,FT,13,2.069,,
3045197,2020,Department of Biology,College of Arts & Sciences,FT,0,0,,
8942402,2018,School of Nursing,College of Health & Human Sci,FT,9,1.333,,
2045082,2021,Dept of Criminal Justice Stu,College of Arts & Sciences,PT,10,0.68,,
8737773,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,0,0,1,
5349042,2016,Early College High School,The University of Akron,FT,11,2.7,,
8641145,2017,LBJFF School of Education,College of Arts & Sciences,FT,14,3.564,,
2445025,2020,,The University of Akron,FT,9,2.9,,
1943881,2020,Dept of Computer Science,College of Engr & Polymer Sci,FT,17,0.229,,
4745249,2020,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,0,0,1,
6344331,2019,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,6,3.5,1,
9045235,2021,Department of Biology,College of Arts & Sciences,FT,6,4,,
7843177,2018,School of Nursing,College of Health & Human Sci,FT,5,0,,
9638807,2016,School of Music,College of Arts & Sciences,FT,15,0.533,,
1942553,2018,Dept of Management,College of Business,FT,13,3.7,1,1
3248281,2016,Engineering & Science Tech,College of Engr & Polymer Sci,FT,6,2.667,1,1
1844868,2019,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,10,2.91,,
8543193,2018,Business Dean,College of Business,FT,5,1.82,,
9447825,2016,Arts & Sciences Dean,College of Arts & Sciences,FT,13,2.708,,
5249360,2016,Coll of App Sci & Tech Dean,College of Applied Sci & Tech,FT,5,0,,
2429143,2016,Department of Biology,College of Arts & Sciences,FT,11,1.173,,
6127255,2016,Dept of Geosciences,College of Arts & Sciences,FT,12,1.658,,
5344222,2019,Business Dean,College of Business,FT,16,3.194,1,1
0544344,2018,Dept of History,College of Arts & Sciences,PT,7,4,1,1
2741937,2019,Dept of Finance,College of Business,FT,13,3.608,1,1
8749712,2018,Myers School of Art,College of Arts & Sciences,FT,12,3.575,1,1
0745134,2020,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,0,0,,
8448692,2017,Department of Biology,College of Arts & Sciences,FT,13,4,1,1
2844538,2020,Department of Biology,College of Arts & Sciences,FT,9,0,,
1049008,2016,Business Dean,College of Business,PT,8,3.138,1,1
1941420,2017,Schl of Dance Theatre Arts Adm,College of Arts & Sciences,FT,15,1.467,,
5026479,2016,Dept of Computer Science,College of Arts & Sciences,FT,15,3.473,1,
7138080,2016,Department of Biology,College of Arts & Sciences,FT,14,3.514,,
1039109,2016,,The University of Akron,FT,15,3.6,1,1
7442087,2017,Department of Biology,College of Arts & Sciences,FT,14,2.779,1,1
7144844,2019,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,12,3.083,,
2644068,2019,Dept of Computer Science,College of Engr & Polymer Sci,FT,11,2.991,,
4649611,2016,Early College High School,The University of Akron,FT,12,3.092,,
8440028,2016,School of Allied Health,College of Health & Human Sci,FT,16,3.869,1,
2945328,2021,Department of Biology,College of Arts & Sciences,FT,11,2.482,,
0348960,2019,Accountancy,College of Business,FT,16,3.063,1,1
7549621,2017,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,15,3.86,1,1
5347775,2016,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,15,3.253,1,1
1448841,2016,Dept of Marketing,College of Business,FT,16,3.438,1,1
8344062,2019,LBJFF School of Education,College of Arts & Sciences,FT,16,3.813,1,1
1126121,2016,Dept of Management,College of Business,FT,15,2.22,1,1
0344343,2019,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,12,3.675,1,1
4844769,2020,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,4,1,
6942879,2019,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,14,4,1,1
3242109,2020,Dept of Computer Science,College of Engr & Polymer Sci,FT,9,3.567,1,
9347869,2018,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,12,3.417,1,1
2242523,2018,Department of Biology,College of Arts & Sciences,FT,11,3.355,1,1
7544866,2019,Engineering & Science Tech,College of Engr & Polymer Sci,FT,7,3.3,1,1
1849006,2017,Dept of Computer Science,College of Engr & Polymer Sci,FT,14,3.386,1,1
5844687,2020,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,14,3.414,1,
1940684,2017,School of Nursing,College of Health & Human Sci,FT,15,3.98,1,1
3249608,2017,,The University of Akron,FT,17,4,1,1
9641145,2017,Department of Biology,College of Arts & Sciences,FT,8,2.913,1,1
6444947,2019,LBJFF School of Education,College of Arts & Sciences,FT,13,3.315,1,1
3941707,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14,1.964,1,1
5641118,2019,LBJFF School of Education,College of Arts & Sciences,FT,5,1.02,1,1
3938841,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,13,2.169,,
2149200,2016,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,7,0.614,1,1
7741120,2016,School of Communication,College of Arts & Sciences,FT,11,2.1,1,1
8445091,2020,School of Music,College of Arts & Sciences,FT,20,3.8,1,
9338414,2016,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,17,2.588,1,1
3744069,2019,Dept of Computer Science,College of Engr & Polymer Sci,FT,9,2.433,1,
9544867,2019,Dept of Computer Science,College of Engr & Polymer Sci,FT,15,2.713,1,1
3045283,2021,Dept of English,College of Arts & Sciences,FT,12,1.492,,
0040813,2017,Dept of Chemistry,College of Arts & Sciences,FT,11,1.373,1,1
0944313,2020,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,16,4,1,
0944383,2020,LBJFF School of Education,College of Arts & Sciences,FT,13,3.785,1,
4841222,2017,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,14,3.107,1,1
2149702,2018,LBJFF School of Education,College of Arts & Sciences,FT,15,3.66,1,1
1245116,2020,Department of Biology,College of Arts & Sciences,FT,0,0,,
7645473,2021,School of Nursing,College of Health & Human Sci,FT,14,3.936,,
3049523,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,15,3.067,1,1
2141677,2017,School of Allied Health,College of Health & Human Sci,FT,13,3.677,1,1
2843168,2020,Engineering & Polymer Sci Dean,College of Engr & Polymer Sci,FT,11,2.518,1,
9649701,2018,Dept of Finance,College of Business,FT,13,3.446,1,1
6344917,2019,Dept of Computer Science,College of Engr & Polymer Sci,FT,11,4,1,1
2245283,2021,Dept of Computer Science,College of Engr & Polymer Sci,FT,14,2.736,,
8443502,2018,School of Nursing,College of Health & Human Sci,FT,15,3.06,1,1
4545111,2020,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,6,3.333,1,
2344068,2019,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,15,2.993,1,1
6644785,2020,Engineering & Polymer Sci Dean,College of Engr & Polymer Sci,FT,7,1.914,1,
3049416,2017,Speech-Lang Path & Audiology,College of Health & Human Sci,FT,14,4,1,1
0548960,2019,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,13,2.308,1,1
6941445,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,14.5,3.793,1,1
6345036,2020,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,0,0,1,
2344875,2020,Department of Biology,College of Arts & Sciences,FT,15,4,1,
8148959,2019,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,12,2.9,1,1
1642855,2018,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,6,2.783,1,1
0144069,2019,Department of Biology,College of Arts & Sciences,FT,6,3.15,1,
3745067,2020,Department of Biology,College of Arts & Sciences,FT,12,1.925,,
1847792,2017,Myers School of Art,College of Arts & Sciences,FT,15,2.74,1,1
1848969,2016,School of Nursing,College of Health & Human Sci,FT,2,4,1,1
3142202,2019,Dept of Finance,College of Business,FT,16,2.425,1,1
0544014,2019,Dept of Management,College of Business,FT,14,4,1,1
5749547,2017,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,11,2.882,1,1
3941612,2017,School of Nursing,College of Health & Human Sci,FT,16,3.1,1,1
7548363,2016,School of Nursing,College of Health & Human Sci,FT,14,2.957,1,1
1945064,2020,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,16,4,1,
7641126,2020,Business Dean,College of Business,FT,16,3.756,1,
5227238,2016,Dept of Marketing,College of Business,FT,14,3.014,1,1
3541945,2019,,The University of Akron,FT,15,4,1,1
4148920,2016,Accountancy,College of Business,FT,16,3.506,1,1
8449709,2018,Dept of Biomedical Engineering,College of Engr & Polymer Sci,FT,12,3.367,1,1
5944032,2019,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,18,3.933,1,1
1244056,2018,LBJFF School of Education,College of Arts & Sciences,FT,12,2.183,,1
3727256,2016,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,16,3.444,1,1
6140392,2017,Dept of Computer Science,College of Engr & Polymer Sci,FT,10,0.6,,
7142357,2018,Social Work,College of Health & Human Sci,FT,12,2.242,,
9244822,2018,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,13,2.792,,
8243730,2018,School of Nursing,College of Health & Human Sci,FT,6,2.817,1,1
6938101,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,11,1.1,,
5626479,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,11,3.309,1,1
3149555,2017,Dept of Political Science,College of Arts & Sciences,FT,16,3.263,1,1
0248145,2016,Dept of Computer Science,College of Engr & Polymer Sci,FT,11,3.055,,
6148913,2016,LBJFF School of Education,College of Arts & Sciences,FT,14,3.379,,
9438955,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,10,2.59,1,1
3845190,2021,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,15,3.8,,
0549292,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,10,2.29,,
6838754,2016,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,12,0.283,,
6741700,2017,Dept of Chemistry,College of Arts & Sciences,FT,11,3.082,1,
9240146,2018,Department of Biology,College of Arts & Sciences,FT,10,2.28,1,1
1942198,2018,Department of Biology,College of Arts & Sciences,FT,0,0,1,
2541134,2017,Dept of Computer Science,College of Engr & Polymer Sci,PT,0,0,1,1
9225554,2016,Business Dean,College of Business,FT,14,3.35,1,1
1548348,2017,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,13,1.162,,
9941903,2019,Department of Biology,College of Arts & Sciences,FT,5,3.46,1,
0548619,2017,School of Music,College of Arts & Sciences,FT,20,4,,
7241057,2017,Early College High School,The University of Akron,FT,9,1.844,1,
7538962,2016,Dept of Civil Engineering,College of Engr & Polymer Sci,FT,14,4,,
9027155,2016,Dept of Criminal Justice Stu,College of Arts & Sciences,FT,15,3.86,1,1
2643160,2019,School of Nursing,College of Health & Human Sci,FT,11,0,,
8540965,2017,Department of Biology,College of Arts & Sciences,FT,15,3.407,1,1
4445416,2021,Dept of Computer Science,College of Engr & Polymer Sci,FT,11,4,,
0249476,2017,Dept of Political Science,College of Arts & Sciences,FT,16,2.131,1,
3348857,2016,Dept of Psychology,College of Arts & Sciences,FT,9,3.333,1,
3249601,2018,,The University of Akron,FT,14,3.314,1,1
9220115,2021,LBJFF School of Education,College of Arts & Sciences,FT,9,0,,
9449682,2018,,The University of Akron,FT,9,1.2,,
1648848,2016,Dept of Chemistry,College of Arts & Sciences,FT,14,3.093,1,
8147792,2016,Dept of Management,College of Business,FT,15,2.92,1,1
7939041,2016,Early College High School,The University of Akron,FT,16,0.794,1,
7847684,2016,Department of Sociology,College of Arts & Sciences,FT,0,0,1,
5048619,2017,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,15,3.32,1,1
8744401,2019,Accountancy,College of Business,FT,16,3.419,1,1
8242838,2018,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,8,2.813,1,
3842047,2018,LBJFF School of Education,College of Arts & Sciences,FT,10,3,1,
8939023,2016,Dept of Mechanical Engineering,College of Engr & Polymer Sci,FT,13,2.846,1,
4749404,2016,School of Exercise & Nutr Sci,College of Health & Human Sci,FT,15,3.22,1,
1345355,2021,Dept of Finance,College of Business,FT,16,4,,
7444980,2021,Dept of Computer Science,College of Engr & Polymer Sci,FT,8,0.375,,
0843160,2018,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,14,3.343,1,1
9037593,2016,Early College High School,The University of Akron,FT,16,3.044,1,1
1341064,2018,School of Nursing,College of Health & Human Sci,FT,15,2.5,1,
3544384,2019,Dept of Computer Science,College of Engr & Polymer Sci,FT,14,2.764,1,1
4649306,2016,Early College High School,The University of Akron,FT,11,2.373,1,
3839225,2017,Dept of Psychology,College of Arts & Sciences,FT,14,3.279,1,1
7641149,2018,Dept of Political Science,College of Arts & Sciences,FT,12,0.25,,
5842365,2018,Dept of Political Science,College of Arts & Sciences,FT,12,2.5,,
6048267,2016,Early College High School,The University of Akron,FT,12,2.158,1,1
1448333,2016,Electrical & Computer Engr,College of Engr & Polymer Sci,FT,16,2.131,,
3839238,2016,Department of Biology,College of Arts & Sciences,FT,9,3.233,1,
1947897,2017,"Chem, Biomol & Corr Engin",College of Engr & Polymer Sci,FT,11,3.318,1,
0448927,2016,Business Dean,College of Business,FT,16,1.688,,
